SPLIT_ORDERS,FP_REDEMPTION,LAST_UPDATED,RELEASED_BY,BARCODE,CONF_NUM,BILL_ADDRESS,BILL_CITY,BILL_ZIP,BILL_STATE,BILL_LAST,BILL_FIRST,MAIL_FEE,T_FEE,L_FEE,DISCOUNT,TAX,DONATION,FIRST_NAME,LAST_NAME,EMAIL,PHONE,COMPANY,ADDRESS,CITY,STATE,ZIP,ACCOUNT_NUM,ACCOUNT_NAME,PRICE,TOTAL,GAME_DATE,TRANS_DATE,OPPONENT,EVENT_NAME,HOME_TEAM,section,TICKET_TYPE,PACKAGE,PROMO,SCANNED
,,,,BC3522845,CNF-449555,,,,,,,,,,$0.00,$0.00,,Kira,Grant,kgrant@example.org,555-0130,Grant Ventures,183 Main St,Portage,WI,53901,ACC84928,Kira Grant,$19.50,$21.06,2024-05-24,2024-05-05,Summit Eagles,Sport A Game,Team A,103,Group,Weekend Pack,,Y
,,,,BC6724909,CNF-113266,,,,,,,,,,$0.00,$0.00,,Sofia,Okafor,sofia.okafor@example.com,555-0112,,969 Main St,Fond du Lac,WI,54935,ACC15276,Sofia Okafor,$24.14,$26.07,2024-07-11,2024-06-27,River Cats,Sport A Game,Team A,VIP-R,Single Game,,,N
,,,,BC3320821,CNF-634277,,,,,,,,,,$0.00,$0.00,,Alice,Barton,alice.barton@example.com,555-0101,Barton Design,605 Main St,Springfield,WI,53711,ACC92397,Alice Barton,$29.72,$32.10,2024-07-28,2024-07-25,Lakeside Wolves,Sport A Game,Team A,101,Single Game,Half Season,Family Day,N
,,,,BC7818732,CNF-612311,,,,,,,,,,$0.00,$0.00,,Ethan,Park,e.park@example.net,555-0113,Park Consulting,668 Main St,Oshkosh,WI,54901,ACC33834,Ethan Park,$11.48,$12.40,2024-07-11,2024-06-16,River Cats,Sport A Game,Team A,104,Comp,,,N
,,,,BC6271130,CNF-350280,,,,,,,,,,$0.00,$0.00,,Jordan,Fitzgerald,,555-0104,,371 Main St,Greendale,WI,53129,ACC62923,Jordan Fitzgerald,$18.34,$19.81,2024-09-07,2024-08-25,River Cats,Sport A Game,Team A,103,Group,,,Y
,,,,BC5205279,CNF-937302,,,,,,,,,,$0.00,$0.00,,Cole,Zimmer,c.zimmer@example.com,555-0123,,278 Main St,Stevens Point,WI,54481,ACC95841,Cole Zimmer,$15.98,$17.26,2024-06-25,2024-06-21,Iron City FC,Sport A Game,Team A,101,Season Pass,Full Season,,Y
,,,,BC4860745,CNF-736553,,,,,,,,,,$0.00,$0.00,,Aaron,Xu,aaron.xu@example.com,555-0121,,921 Main St,Sheboygan,WI,53081,ACC43466,Aaron Xu,$20.55,$22.19,2024-07-11,2024-06-29,River Cats,Sport A Game,Team A,104,Season Pass,,,Y
,,,,BC8344365,CNF-560767,,,,,,,,,,$0.00,$0.00,,Kira,Grant,kgrant@example.org,555-0130,Grant Ventures,636 Main St,Portage,WI,53901,ACC84928,Kira Grant,$9.50,$10.26,2024-07-10,2024-06-23,Iron City FC,Sport A Game,Team A,BOX-B,Season Pass,Weekend Pack,,Y
,,,,BC5130808,CNF-707040,,,,,,,,,,$0.00,$0.00,,Jordan,Fitzgerald,,555-0104,,708 Main St,Greendale,WI,53129,ACC62923,Jordan Fitzgerald,$12.88,$13.91,2024-06-27,2024-06-25,Crestwood Bulls,Sport A Game,Team A,BOX-B,Single Game,,,Y
,,,,BC1129686,CNF-621546,,,,,,,,,,$0.00,$0.00,,Iris,Ellis,i.ellis@example.net,555-0128,,864 Main St,Two Rivers,WI,54241,ACC43491,Iris Ellis,$19.66,$21.23,2024-06-26,2024-06-12,Coastal Surge,Sport A Game,Team A,103,Season Pass,,Bobblehead,Y
,,,,BC4344717,CNF-979995,,,,,,,,,,$0.00,$0.00,,Sofia,Okafor,sofia.okafor@example.com,555-0112,,120 Main St,Fond du Lac,WI,54935,ACC15276,Sofia Okafor,$10.90,$11.77,2024-07-28,2024-07-08,Lakeside Wolves,Sport A Game,Team A,103,Season Pass,Half Season,,Y
,,,,BC4197911,CNF-728492,,,,,,,,,,$0.00,$0.00,,Zoe,Upton,z.upton@example.com,555-0118,,620 Main St,Milwaukke,WI,53202,ACC94896,Zoe Upton,$49.29,$53.23,2024-07-26,2024-07-02,Valley Hawks,Sport A Game,Team A,103,Single Game,Weekend Pack,,Y
,,,,BC1247595,CNF-197793,,,,,,,,,,$0.00,$0.00,,Priya,Delacroix,priya.d@example.com,555-0103,Lakeview LLC,871 Main St,Lakeview,WI,53705,ACC82132,Priya Delacroix,$11.10,$11.99,2024-07-26,2024-06-28,Valley Hawks,Sport A Game,Team A,104,Season Pass,,,N
,,,,BC7395997,CNF-504832,,,,,,,,,,$0.00,$0.00,,Ben,Vargas,bvargas@example.com,555-0119,Vargas Auto,779 Main St,Eau Claire,WI,54701,ACC81228,Ben Vargas,$25.49,$27.53,2024-05-24,2024-04-28,Summit Eagles,Sport A Game,Team A,103,Comp,Full Season,Family Day,Y
,,,,BC8095702,CNF-856086,,,,,,,,,,$0.00,$0.00,,Finn,Bloom,fbloom@example.com,555-0125,Bloom Realty,152 Main St,Rhinelander,WI,54501,ACC66606,Finn Bloom,$29.71,$32.09,2024-07-28,2024-07-18,Lakeside Wolves,Sport A Game,Team A,BOX-B,Group,Weekend Pack,Fireworks,Y
,,,,BC8867190,CNF-563688,,,,,,,,,,$0.00,$0.00,,Jake,Ford,jford@example.com,555-0129,,746 Main St,Baraboo,WI,53913,ACC78676,Jake Ford,$14.88,$16.07,2024-06-26,2024-06-16,Coastal Surge,Sport A Game,Team A,105,Promo,Full Season,,Y
,,,,BC4020853,CNF-278240,,,,,,,,,,$0.00,$0.00,,Chloe,Walsh,c.walsh@example.net,555-0120,,279 Main St,La Crosse,WI,54601,ACC31805,Chloe Walsh,$18.06,$19.50,2024-07-26,2024-07-23,Valley Hawks,Sport A Game,Team A,BOX-B,Comp,,Bobblehead,N
,,,,BC8698256,CNF-249811,,,,,,,,,,$0.00,$0.00,,Alice,Barton,alice.barton@example.com,555-0101,Barton Design,371 Main St,Springfield,WI,53711,ACC92397,Alice Barton,$44.79,$48.37,2024-06-25,2024-06-20,Iron City FC,Sport A Game,Team A,104,Promo,,,N
,,,,BC3499627,CNF-378535,,,,,,,,,,$0.00,$0.00,,Carlos,Rivera,carlos.r@example.com,555-0115,Rivera Foods,946 Main St,Green Bay,WI,54301,ACC96563,Carlos Rivera,$12.09,$13.06,2024-06-25,2024-06-20,Iron City FC,Sport A Game,Team A,102,Single Game,Half Season,,Y
,,,,BC1624315,CNF-419149,,,,,,,,,,$0.00,$0.00,,Bella,Young,byoung@example.org,555-0122,,604 Main St,Wausau,WI,54401,ACC25095,Bella Young,$11.28,$12.18,2024-07-27,2024-07-23,Lakeside Wolves,Sport A Game,Team A,102,Season Pass,,Family Day,N
,,,,BC6407658,CNF-733039,,,,,,,,,,$0.00,$0.00,,Carlos,Rivera,carlos.r@example.com,555-0115,Rivera Foods,356 Main St,Green Bay,WI,54301,ACC96563,Carlos Rivera,$10.78,$11.64,2024-05-25,2024-05-24,Northern Stars,Sport A Game,Team A,102,Season Pass,,Opening Night,Y
,,,,BC9289908,CNF-586490,,,,,,,,,,$0.00,$0.00,,Jake,Ford,jford@example.com,555-0129,,872 Main St,Baraboo,WI,53913,ACC78676,Jake Ford,$15.90,$17.17,2024-06-09,2024-05-21,Iron City FC,Sport A Game,Team A,BOX-B,Comp,,,Y
,,,,BC4786401,CNF-913373,,,,,,,,,,$0.00,$0.00,,Nina,Quinn,nquinn@example.com,555-0114,,635 Main St,Appleton,WI,54911,ACC97026,Nina Quinn,$50.53,$54.57,2024-08-17,2024-08-04,River Cats,Sport A Game,Team A,VIP-R,Comp,Weekend Pack,,Y
,,,,BC1987737,CNF-340062,,,,,,,,,,$0.00,$0.00,,Marcus,Chen,m.chen@example.net,555-0102,,169 Main St,Riverside,WI,53713,ACC10074,Marcus Chen,$9.14,$9.87,2024-07-27,2024-06-28,Lakeside Wolves,Sport A Game,Team A,101,Group,Full Season,Bobblehead,Y
,,,,BC2066326,CNF-599380,,,,,,,,,,$0.00,$0.00,,Diana,Abbott,d.abbott@example.net,555-0124,,559 Main St,Superior,WI,54880,ACC65176,Diana Abbott,$49.23,$53.17,2024-07-11,2024-06-16,River Cats,Sport A Game,Team A,GA,Promo,,Fireworks,N
,,,,BC5673599,CNF-701987,,,,,,,,,,$0.00,$0.00,,Gwen,Cross,g.cross@example.org,555-0126,,331 Main St,Marshfield,WI,54449,ACC55890,Gwen Cross,$49.74,$53.72,2024-05-24,2024-04-28,Summit Eagles,Sport A Game,Team A,VIP-L,Promo,,Opening Night,Y
,,,,BC4768844,CNF-945742,,,,,,,,,,$0.00,$0.00,,Omar,Liston,o.liston@example.com,555-0109,Liston Media,303 Main St,Kenosha,WI,53140,ACC82667,Omar Liston,$18.35,$19.82,2024-06-25,2024-06-20,Iron City FC,Sport A Game,Team A,101,Single Game,Half Season,,Y
,,,,BC2161193,CNF-897549,,,,,,,,,,$0.00,$0.00,,Marcus,Chen,m.chen@example.net,555-0102,,645 Main St,Riverside,WI,53713,ACC10074,Marcus Chen,$12.46,$13.46,2024-06-25,2024-05-31,Iron City FC,Sport A Game,Team A,103,Season Pass,,,Y
,,,,BC8999183,CNF-627276,,,,,,,,,,$0.00,$0.00,,Priya,Delacroix,priya.d@example.com,555-0103,Lakeview LLC,973 Main St,Lakeview,WI,53705,ACC82132,Priya Delacroix,$9.10,$9.83,2024-05-25,2024-05-08,Northern Stars,Sport A Game,Team A,103,Single Game,,Fireworks,Y
,,,,BC1983738,CNF-272634,,,,,,,,,,$0.00,$0.00,,Priya,Delacroix,priya.d@example.com,555-0103,Lakeview LLC,488 Main St,Lakeview,WI,53705,ACC82132,Priya Delacroix,$18.73,$20.23,2024-09-07,2024-09-06,River Cats,Sport A Game,Team A,VIP-L,Group,,,N
,,,,BC3970445,CNF-532322,,,,,,,,,,$0.00,$0.00,,Leo,Jacobs,leojacobs@example.net,555-0107,,125 Main St,Waukesha,WI,53186,ACC15229,Leo Jacobs,$15.95,$17.23,2024-06-26,2024-06-20,Coastal Surge,Sport A Game,Team A,GA,Comp,,Bobblehead,Y
,,,,BC4533779,CNF-852470,,,,,,,,,,$0.00,$0.00,,Dani,Ingram,dani.ingram@example.com,555-0106,Ingram & Co,451 Main St,Oak Creek,WI,53154,ACC82512,Dani Ingram,$14.54,$15.70,2024-06-20,2024-06-13,Summit Eagles,Sport A Game,Team A,105,Promo,,,Y
,,,,BC4093109,CNF-153872,,,,,,,,,,$0.00,$0.00,,Nina,Quinn,nquinn@example.com,555-0114,,358 Main St,Appleton,WI,54911,ACC97026,Nina Quinn,$44.88,$48.47,2024-06-10,2024-05-13,Summit Eagles,Sport A Game,Team A,VIP-R,Single Game,Full Season,,N
,,,,BC4475523,CNF-714867,,,,,,,,,,$0.00,$0.00,,Cole,Zimmer,c.zimmer@example.com,555-0123,,321 Main St,Stevens Point,WI,54481,ACC95841,Cole Zimmer,$17.14,$18.51,2024-07-26,2024-06-29,Valley Hawks,Sport A Game,Team A,104,Group,Half Season,Opening Night,Y
,,,,BC7975534,CNF-165290,,,,,,,,,,$0.00,$0.00,,Grace,Monroe,grace.monroe@example.net,555-0110,,311 Main St,Janesville,WI,53545,ACC90301,Grace Monroe,$25.09,$27.10,2024-07-27,2024-06-30,Lakeside Wolves,Sport A Game,Team A,VIP-L,Comp,,Opening Night,N
,,,,BC5186414,CNF-799330,,,,,,,,,,$0.00,$0.00,,Leo,Jacobs,leojacobs@example.net,555-0107,,205 Main St,Waukesha,WI,53186,ACC15229,Leo Jacobs,$24.42,$26.37,2024-07-10,2024-06-28,Iron City FC,Sport A Game,Team A,BOX-A,Comp,,Family Day,Y
,,,,BC1630944,CNF-159653,,,,,,,,,,$0.00,$0.00,,Jake,Ford,jford@example.com,555-0129,,477 Main St,Baraboo,WI,53913,ACC78676,Jake Ford,$19.92,$21.51,2024-06-25,2024-05-29,Iron City FC,Sport A Game,Team A,105,Single Game,,Fireworks,N
,,,,BC6075395,CNF-741390,,,,,,,,,,$0.00,$0.00,,Sam,Hooper,shooper@example.org,555-0105,,926 Main St,Brookfield,WI,53005,ACC19602,Sam Hooper,$45.67,$49.32,2024-05-27,2024-05-06,Valley Hawks,Sport A Game,Team A,BOX-A,Single Game,,,Y
,,,,BC4671545,CNF-284430,,,,,,,,,,$0.00,$0.00,,Omar,Liston,o.liston@example.com,555-0109,Liston Media,923 Main St,Kenosha,WI,53140,ACC82667,Omar Liston,$12.56,$13.56,2024-08-17,2024-07-25,River Cats,Sport A Game,Team A,BOX-A,Comp,Full Season,Bobblehead,Y
,,,,BC8190929,CNF-242291,,,,,,,,,,$0.00,$0.00,,Tyler,Nash,tnash@example.org,555-0111,,987 Main St,Beloit,WI,53511,ACC13804,Tyler Nash,$9.17,$9.90,2024-06-09,2024-05-25,Iron City FC,Sport A Game,Team A,103,Single Game,Weekend Pack,,Y
,,,,BC3741438,CNF-584714,,,,,,,,,,$0.00,$0.00,,Alice,Barton,alice.barton@example.com,555-0101,Barton Design,488 Main St,Springfield,WI,53711,ACC92397,Alice Barton,$50.46,$54.50,2024-05-27,2024-05-18,Valley Hawks,Sport A Game,Team A,BOX-A,Season Pass,,,Y
